name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram,speed_to_price,total_ram_to_price
G.Skill Ripjaws V 32 GB,1012.48,3200,8.75,14.0,4.0,8.0,4,32.0,3.1605562579013906,0.0316055625790139
TEAMGROUP T-Force Dark 16 GB,159.0,2400,11.667,14.0,2.0,8.0,4,16.0,15.09433962264151,0.10062893081761007
Kingston FURY Renegade 32 GB,159.65,3600,8.889,16.0,4.0,8.0,4,32.0,22.549326652051363,0.20043845912934544
Mushkin Redline Lumina 16 GB,67.36,4133,9.194,19.0,2.0,8.0,4,16.0,61.35688836104513,0.23752969121140144
Patriot Signature Line 32 GB,84.99,4800,19.167,46.0,1.0,32.0,5,32.0,56.47723261560184,0.37651488410401224
Kingston FURY Renegade 16 GB,156.92,7600,10.0,38.0,1.0,16.0,5,16.0,48.43232220239613,0.10196278358399186
Kingston FURY Renegade 32 GB,288.2,7600,10.0,38.0,2.0,16.0,5,32.0,26.3705759888966,0.11103400416377517
G.Skill Ripjaws 4 8 GB,33.05,2666,11.253,15.0,2.0,4.0,4,8.0,80.66565809379729,0.24205748865355525
Kingston KCP421NS8/8 8 GB,24.66,2133,14.065,15.0,1.0,8.0,4,8.0,86.4963503649635,0.32441200324412
Corsair Vengeance LED 16 GB,170.0,2400,13.333,16.0,2.0,8.0,4,16.0,14.117647058823529,0.09411764705882353
Crucial Ballistix Sport AT 16 GB,89.99,2666,12.003,16.0,1.0,16.0,4,16.0,29.625513945994,0.17779753305922882
Corsair Dominator Platinum RGB 16 GB,499.0,3000,10.0,15.0,2.0,8.0,4,16.0,6.012024048096192,0.03206412825651302
G.Skill F4-4000C15Q-32GTRS 64 GB,690.44,4000,7.5,15.0,8.0,8.0,4,64.0,5.793407102717108,0.09269451364347372
G.Skill Ripjaws V 32 GB,70.98,2666,14.254,19.0,2.0,16.0,4,32.0,37.55987602141448,0.4508312200619893
Corsair Vengeance RGB RT 32 GB,134.99,3600,10.0,18.0,4.0,8.0,4,32.0,26.668642121638637,0.2370545966367879
TEAMGROUP T-Force Xtreem ARGB 16 GB,71.98,4000,9.0,18.0,2.0,8.0,4,16.0,55.57099194220616,0.22228396776882467
Kingston Fury Renegade RGB 16 GB,81.99,4000,9.5,19.0,2.0,8.0,4,16.0,48.78643737041103,0.19514574948164412
G.Skill Zeta R5 64 GB,499.99,6400,10.0,32.0,4.0,16.0,5,64.0,12.800256005120103,0.12800256005120103
Kingston FURY 32 GB,124.92,5600,14.286,40.0,1.0,32.0,5,32.0,44.82869036183157,0.25616394492475186
G.Skill Trident Z Royal Elite 32 GB,1337.42,4266,7.501,16.0,2.0,16.0,4,32.0,3.189723497480223,0.02392666477247237
G.Skill Ripjaws S5 64 GB,185.98,5200,13.846,36.0,2.0,32.0,5,64.0,27.9599956984622,0.34412302398107325
Crucial CT2K8G4SFS8266 16 GB,43.9,2666,14.254,19.0,2.0,8.0,4,16.0,60.72892938496583,0.36446469248291574
Mushkin Redline Lumina 32 GB,80.68,3200,10.0,16.0,2.0,16.0,4,32.0,39.66286564204263,0.39662865642042633
Mushkin Redline 64 GB,253.29,3600,8.889,16.0,2.0,32.0,4,64.0,14.212957479568875,0.25267479963677997
Kingston Fury Renegade RGB 48 GB,209.99,6400,10.0,32.0,2.0,24.0,5,48.0,30.477641792466308,0.2285823134434973
G.Skill Ripjaws S5 64 GB,199.99,5600,12.857,36.0,2.0,32.0,5,64.0,28.0014000700035,0.32001600080004
Patriot Viper Venom RGB 32 GB,117.99,6800,11.765,40.0,2.0,16.0,5,32.0,57.63200271209425,0.27120942452750235
Kingston ValueRAM 8 GB,19.98,2133,14.065,15.0,1.0,8.0,4,8.0,106.75675675675676,0.40040040040040037
G.Skill Trident Z Royal Elite 32 GB,402.43,3600,7.778,14.0,4.0,8.0,4,32.0,8.945655144994161,0.07951693462217031
Corsair Dominator Platinum RGB 64 GB,209.99,3200,10.0,16.0,2.0,32.0,4,64.0,15.238820896233154,0.3047764179246631
Patriot Signature Line 8 GB,21.99,4800,19.167,46.0,1.0,8.0,5,8.0,218.28103683492498,0.3638017280582083
Mushkin Redline ST 64 GB,246.51,6000,10.0,30.0,2.0,32.0,5,64.0,24.339783375927954,0.2596243560098982
Crucial CT2K32G4SFD8266 64 GB,135.99,2666,14.254,19.0,2.0,32.0,4,64.0,19.604382675196703,0.47062283991469955
Mushkin Redline 32 GB,122.28,4000,9.0,18.0,2.0,16.0,4,32.0,32.71180896303566,0.2616944717042852
G.Skill Ripjaws 32 GB,85.22,2400,12.5,15.0,4.0,8.0,4,32.0,28.162403191739028,0.37549870922318707
G.Skill Flare X 64 GB,168.14,3200,10.0,16.0,4.0,16.0,4,64.0,19.03175924824551,0.3806351849649102
G.Skill Ripjaws V 64 GB,160.65,2400,12.5,15.0,4.0,16.0,4,64.0,14.939309056956116,0.3983815748521631
G.Skill Flare X 32 GB,80.59,2400,12.5,15.0,2.0,16.0,4,32.0,29.78036977292468,0.3970715969723291
G.Skill Trident Z RGB 32 GB,399.0,4000,8.5,17.0,4.0,8.0,4,32.0,10.025062656641603,0.08020050125313283
G.Skill Trident Z Royal 16 GB,143.21,4266,8.908,19.0,2.0,8.0,4,16.0,29.788422596187417,0.11172404161720549
Corsair Dominator Platinum RGB 64 GB,204.99,3200,10.0,16.0,2.0,32.0,4,64.0,15.610517586223718,0.31221035172447437
TEAMGROUP T-Force Vulcan Z 16 GB,39.97,3600,10.0,18.0,1.0,16.0,4,16.0,90.06755066299725,0.40030022516887664
GeIL EVO V RGB 32 GB,139.99,6400,11.875,38.0,2.0,16.0,5,32.0,45.71755125366097,0.22858775626830485
Crucial CT2K32G4DFD8266 64 GB,162.99,2666,14.254,19.0,2.0,32.0,4,64.0,16.356831707466714,0.3926621265108289
Mushkin Enhanced Redline Stiletto 32 GB,72.99,3600,10.0,18.0,2.0,16.0,4,32.0,49.32182490752158,0.4384162214001918
Kingston FURY Renegade 24 GB,121.59,6400,10.0,32.0,1.0,24.0,5,24.0,52.63590755818735,0.19738465334320257
Kingston FURY Renegade Pro 64 GB,329.99,4800,15.0,36.0,4.0,16.0,5,64.0,14.54589533016152,0.19394527106882026
G.Skill Value 16 GB,65.25,2133,14.065,15.0,4.0,4.0,4,16.0,32.689655172413794,0.24521072796934865
Corsair Vengeance RGB 32 GB,263.44,3000,10.0,15.0,4.0,8.0,4,32.0,11.387792286668692,0.1214697843911327
G.Skill Trident Z 16 GB,179.0,4400,8.636,19.0,2.0,8.0,4,16.0,24.58100558659218,0.0893854748603352
Corsair Vengeance LED 64 GB,507.1,2666,12.003,16.0,4.0,16.0,4,64.0,5.25734569118517,0.12620784855058173
Kingston ValueRAM 16 GB,48.26,2400,14.167,17.0,1.0,16.0,4,16.0,49.73062577704103,0.33153750518027353
TEAMGROUP T-Force Zeus 32 GB,169.0,3200,12.5,20.0,2.0,16.0,4,32.0,18.93491124260355,0.1893491124260355
Kingston FURY Beast 32 GB,83.63,2666,12.003,16.0,1.0,32.0,4,32.0,31.878512495515967,0.3826378093985412
Corsair Dominator Platinum RGB 16 GB,84.99,3200,11.25,18.0,2.0,8.0,4,16.0,37.65148841040123,0.18825744205200612
Kingston Fury Renegade RGB 16 GB,149.99,7200,10.556,38.0,1.0,16.0,5,16.0,48.003200213347554,0.10667377825188346
Kingston FURY Renegade 16 GB,110.79,6800,10.588,36.0,1.0,16.0,5,16.0,61.37738063002076,0.14441736618828413
Kingston KSM48R40BS4TMM-32HMR 32 GB,130.99,4800,16.667,40.0,1.0,32.0,5,32.0,36.644018627376134,0.2442934575158409
Kingston Fury Renegade RGB 32 GB,239.99,7600,10.0,38.0,2.0,16.0,5,32.0,31.66798616609025,0.13333888912038
Kingston FURY Renegade Pro 32 GB,177.71,6000,10.667,32.0,1.0,32.0,5,32.0,33.762872094986214,0.1800686511732598
G.Skill Ripjaws 32 GB,65.98,2400,13.333,16.0,2.0,16.0,4,32.0,36.37465898757199,0.48499545316762654
Corsair Vengeance Performance 16 GB,39.99,2666,13.503,18.0,2.0,8.0,4,16.0,66.66666666666666,0.4001000250062515
Corsair Vengeance LPX 16 GB,137.05,4000,8.0,16.0,2.0,8.0,4,16.0,29.18642831083546,0.11674571324334183
TEAMGROUP Elite 32 GB,56.99,2666,14.254,19.0,2.0,16.0,4,32.0,46.78013686611686,0.5615020178978768
Kingston FURY Impact 32 GB,84.99,2666,11.253,15.0,2.0,16.0,4,32.0,31.368396281915523,0.37651488410401224
Crucial CT32G52C42S5 32 GB,100.41,5200,16.154,42.0,1.0,32.0,5,32.0,51.78767055074196,0.31869335723533515
Mushkin Redline Lumina 32 GB,115.99,6000,10.0,30.0,2.0,16.0,5,32.0,51.72859729287008,0.2758858522286404
Lexar LD4AS032G-B3200GSST 32 GB,62.99,3200,13.75,22.0,1.0,32.0,4,32.0,50.801714557866326,0.5080171455786633
G.Skill Ripjaws 8 GB,26.99,3200,11.25,18.0,1.0,8.0,4,8.0,118.56243052982587,0.29640607632456467
G.Skill Trident Z Royal 16 GB,166.29,4000,7.5,15.0,2.0,8.0,4,16.0,24.054362860063744,0.09621745144025498
G.Skill Ripjaws V 16 GB,172.0,2800,10.714,15.0,2.0,8.0,4,16.0,16.27906976744186,0.09302325581395349
G.Skill Aegis 8 GB,331.43,2400,14.167,17.0,2.0,4.0,4,8.0,7.24134809763751,0.024137826992125033
TEAMGROUP T-Force Xtreem ARGB 32 GB,155.72,3200,10.0,16.0,2.0,16.0,4,32.0,20.549704597996403,0.20549704597996404
Corsair Dominator Platinum RGB 32 GB,149.99,4000,9.0,18.0,2.0,16.0,4,32.0,26.668444562970862,0.2133475565037669
Mushkin Essentials 32 GB,83.06,2666,14.254,19.0,1.0,32.0,4,32.0,32.097279075367204,0.3852636648206116
TEAMGROUP T-Force Delta RGB 64 GB,134.99,3200,10.0,16.0,2.0,32.0,4,64.0,23.705459663678788,0.4741091932735758
Kingston FURY Beast 64 GB,168.07,2666,12.003,16.0,4.0,16.0,4,64.0,15.86243826976855,0.3807937169036711
Mushkin Redline 32 GB,123.99,3600,8.889,16.0,2.0,16.0,4,32.0,29.034599564481006,0.2580853294620534
Mushkin Silverline 64 GB,157.99,3200,13.75,22.0,2.0,32.0,4,64.0,20.25444648395468,0.4050889296790936
G.Skill Trident Z 32 GB,1717.31,3400,9.412,16.0,2.0,16.0,4,32.0,1.9798405646039445,0.018633793549213597
G.Skill Ripjaws V 16 GB,114.64,4400,7.727,17.0,2.0,8.0,4,16.0,38.381018841591064,0.13956734124214934
GeIL EVO V RGB 32 GB,138.99,6400,11.875,38.0,2.0,16.0,5,32.0,46.04647816389668,0.2302323908194834
G.Skill Ripjaws 32 GB,94.99,4800,15.833,38.0,2.0,16.0,5,32.0,50.53163490893778,0.33687756605958524
TEAMGROUP Elite 64 GB,165.99,5200,16.154,42.0,2.0,32.0,5,64.0,31.327188384842458,0.38556539550575336
G.Skill Trident Z5 Neo RGB 48 GB,164.99,5600,14.286,40.0,2.0,24.0,5,48.0,33.941450997030124,0.29092672283168675
G.Skill NT 8 GB,59.0,2400,12.5,15.0,2.0,4.0,4,8.0,40.67796610169491,0.13559322033898305
Crucial CT4K16G4DFD824A 64 GB,234.99,2400,14.167,17.0,4.0,16.0,4,64.0,10.21320056172603,0.2723520149793608
G.Skill Trident Z RGB 32 GB,299.0,3733,9.108,17.0,2.0,16.0,4,32.0,12.48494983277592,0.10702341137123746
G.Skill Trident Z Royal 32 GB,365.2,3600,7.778,14.0,4.0,8.0,4,32.0,9.857612267250822,0.08762322015334063
Mushkin Redline 32 GB,107.99,3200,10.0,16.0,2.0,16.0,4,32.0,29.63237336790444,0.29632373367904435
Mushkin Redline 16 GB,79.98,3600,8.889,16.0,2.0,8.0,4,16.0,45.0112528132033,0.20005001250312576
Kingston FURY Impact 8 GB,38.76,4800,15.833,38.0,1.0,8.0,5,8.0,123.8390092879257,0.2063983488132095
Kingston FURY Renegade Pro 64 GB,339.99,5600,10.0,28.0,4.0,16.0,5,64.0,16.471072678608195,0.18824083061266508
Corsair Vengeance LPX 16 GB,95.81,2666,12.003,16.0,2.0,8.0,4,16.0,27.825905437845737,0.16699718192255505
Crucial CT4K16G4DFD8266 64 GB,234.02,2666,14.254,19.0,4.0,16.0,4,64.0,11.392188701820357,0.2734808990684557
G.Skill Ripjaws V 64 GB,1383.63,3000,10.667,16.0,4.0,16.0,4,64.0,2.1682097092430777,0.046255140463852325
Crucial CT32G4RFD4266 32 GB,70.02,2666,14.254,19.0,1.0,32.0,4,32.0,38.074835761211084,0.4570122822050843
Crucial CT8G4RFS424A 8 GB,28.99,2400,14.167,17.0,1.0,8.0,4,8.0,82.78716798896171,0.2759572266298724
G.Skill Trident Z RGB 32 GB,117.53,2666,13.503,18.0,4.0,8.0,4,32.0,22.683570152301538,0.2722709095550072
Mushkin Silverline 32 GB,103.99,2666,14.254,19.0,2.0,16.0,4,32.0,25.637080488508513,0.3077218963361862
Crucial CT16G4XFD8266 16 GB,139.99,2666,14.254,19.0,1.0,16.0,4,16.0,19.04421744410315,0.11429387813415243
Kingston HyperX Fury RGB 8 GB,50.99,2666,12.003,16.0,1.0,8.0,4,8.0,52.28476171798392,0.15689350853108452
VisionTek OCPC PISTA RGB 16 GB,149.99,5200,13.846,36.0,2.0,8.0,5,16.0,34.66897793186212,0.10667377825188346
Mushkin Silverline 16 GB,115.58,2133,14.065,15.0,1.0,16.0,4,16.0,18.45474995673992,0.13843225471534867
Thermaltake TOUGHRAM XG RGB 16 GB,219.99,4600,8.261,19.0,2.0,8.0,4,16.0,20.910041365516612,0.07273057866266648
Mushkin Redline Lumina White 32 GB,112.99,6000,12.0,36.0,2.0,16.0,5,32.0,53.10204442871051,0.2832109036197894
Kingston FURY Renegade 32 GB,229.48,7200,10.556,38.0,2.0,16.0,5,32.0,31.375283249084887,0.13944570332926617
Crucial CT16G4SFD824A 16 GB,41.0,2400,14.167,17.0,1.0,16.0,4,16.0,58.53658536585366,0.3902439024390244
Kingston FURY Impact 64 GB,189.99,4800,15.833,38.0,2.0,32.0,5,64.0,25.264487604610768,0.33685983472814357
G.Skill Trident Z 32 GB,211.69,3200,8.75,14.0,4.0,8.0,4,32.0,15.11644385658274,0.1511644385658274
Kingston FURY Impact 16 GB,69.99,4800,15.833,38.0,2.0,8.0,5,16.0,68.58122588941278,0.2286040862980426
G.Skill Trident Z Royal 64 GB,421.88,3200,8.75,14.0,4.0,16.0,4,64.0,7.585095287759553,0.15170190575519105
G.Skill Ripjaws V 32 GB,1922.37,3200,8.75,14.0,2.0,16.0,4,32.0,1.6646119113386082,0.016646119113386083
Mushkin Redline Lumina 64 GB,139.99,3200,10.0,16.0,2.0,32.0,4,64.0,22.858775626830486,0.4571755125366097
Patriot Viper Venom RGB 32 GB,114.99,6600,12.121,40.0,2.0,16.0,5,32.0,57.3962953300287,0.2782850682668058
Crucial CT32G4SFD8266 32 GB,66.9,2666,14.254,19.0,1.0,32.0,4,32.0,39.850523168908815,0.47832585949177875
Corsair Vengeance RGB RT 32 GB,124.99,3200,10.0,16.0,4.0,8.0,4,32.0,25.60204816385311,0.2560204816385311
Mushkin Redline Lumina 32 GB,166.93,3200,8.75,14.0,2.0,16.0,4,32.0,19.169711855268673,0.19169711855268676
G.Skill Trident Z 16 GB,656.48,4000,9.5,19.0,2.0,8.0,4,16.0,6.093102607847916,0.024372410431391663
G.Skill Trident Z 32 GB,110.99,5600,12.857,36.0,2.0,16.0,5,32.0,50.454995945580684,0.28831426254617537
G.Skill Ripjaws V 32 GB,175.63,4000,8.5,17.0,4.0,8.0,4,32.0,22.775152308831068,0.18220121847064852
Crucial CT32G4LFQ4213 32 GB,82.99,2133,14.065,15.0,1.0,32.0,4,32.0,25.701891794192072,0.3855886251355585
Kingston ValueRAM 32 GB,72.77,2133,14.065,15.0,1.0,32.0,4,32.0,29.311529476432597,0.4397416517795795
G.Skill Trident Z RGB 16 GB,108.22,4000,9.0,18.0,2.0,8.0,4,16.0,36.96174459434485,0.14784697837737942
Crucial CT8G4SFS8266 8 GB,21.0,2666,14.254,19.0,1.0,8.0,4,8.0,126.95238095238095,0.38095238095238093
Crucial CT16G4RFD4266 16 GB,42.99,2666,14.254,19.0,1.0,16.0,4,16.0,62.01442195859502,0.37217957664573154
Mushkin Essentials 32 GB,69.98,2400,14.167,17.0,2.0,16.0,4,32.0,34.29551300371534,0.4572735067162046
G.Skill Ripjaws V 64 GB,459.33,4000,7.5,15.0,8.0,8.0,4,64.0,8.70833605468835,0.1393333768750136
Corsair Vengeance RGB RS 32 GB,159.99,3200,10.0,16.0,4.0,8.0,4,32.0,20.001250078129882,0.2000125007812988
Mushkin Enhanced Redline Stiletto 16 GB,75.7,3200,8.75,14.0,2.0,8.0,4,16.0,42.27212681638045,0.21136063408190223
VisionTek 901349 8 GB,58.55,3200,13.75,22.0,1.0,8.0,4,8.0,54.65414175918019,0.13663535439795046
Kingston FURY Renegade Pro 16 GB,96.93,5600,12.857,36.0,1.0,16.0,5,16.0,57.77365108841432,0.16506757453832663
Kingston FURY Renegade Pro 64 GB,371.99,6000,10.667,32.0,4.0,16.0,5,64.0,16.12946584585607,0.17204763568913142
Kingston KVR21N15D8/8 8 GB,49.99,2133,14.065,15.0,1.0,8.0,4,8.0,42.66853370674135,0.16003200640128026
G.Skill Ripjaws V 16 GB,446.0,3000,10.0,15.0,4.0,4.0,4,16.0,6.726457399103139,0.03587443946188341
Patriot Viper 4 16 GB,81.72,2400,12.5,15.0,2.0,8.0,4,16.0,29.368575624082233,0.19579050416054822
G.Skill Ripjaws V 64 GB,1924.76,3200,9.375,15.0,4.0,16.0,4,64.0,1.6625449406679274,0.03325089881335855
G.Skill Ripjaws V 32 GB,2298.17,3600,9.444,17.0,4.0,8.0,4,32.0,1.5664637515936592,0.013924122236388082
Corsair Dominator Platinum 8 GB,132.97,2800,10.714,15.0,2.0,4.0,4,8.0,21.05738136421749,0.060163946754907126
Corsair Vengeance RGB 32 GB,299.0,3200,10.0,16.0,2.0,16.0,4,32.0,10.702341137123746,0.10702341137123746
G.Skill Aegis 16 GB,34.99,2400,14.167,17.0,1.0,16.0,4,16.0,68.59102600743068,0.4572735067162046
G.Skill Trident Z Royal 16 GB,344.0,4400,8.182,18.0,2.0,8.0,4,16.0,12.790697674418604,0.046511627906976744
G.Skill Trident Z Royal 64 GB,339.0,2666,13.503,18.0,2.0,32.0,4,64.0,7.864306784660767,0.1887905604719764
Mushkin Essentials 64 GB,131.06,2666,14.254,19.0,2.0,32.0,4,64.0,20.34182817030368,0.4883259575766824
Kingston FURY Renegade 16 GB,194.58,4266,8.908,19.0,2.0,8.0,4,16.0,21.924144310823312,0.08222838935142357
Corsair Dominator Platinum RGB 64 GB,234.99,3200,10.0,16.0,4.0,16.0,4,64.0,13.61760074896804,0.2723520149793608
G.Skill F4-4133C19Q-32GTZSWF 32 GB,670.26,4133,9.194,19.0,4.0,8.0,4,32.0,6.166263837913646,0.04774266702473667
Timetec PINNACLE Konduit RGB 64 GB,151.99,3200,10.0,16.0,2.0,32.0,4,64.0,21.054016711625763,0.4210803342325153
Timetec PINNACLE Konduit RGB 32 GB,83.55,3200,10.0,16.0,1.0,32.0,4,32.0,38.30041891083184,0.3830041891083184
Corsair Vengeance Performance 16 GB,37.99,2400,13.333,16.0,1.0,16.0,4,16.0,63.17451961042379,0.42116346406949196
Corsair ValueSelect 16 GB,39.99,2133,14.065,15.0,2.0,8.0,4,16.0,53.33833458364591,0.4001000250062515
Corsair Vengeance Performance 16 GB,39.99,2666,13.503,18.0,1.0,16.0,4,16.0,66.66666666666666,0.4001000250062515
G.Skill Trident Z Royal 32 GB,1449.32,3600,8.889,16.0,4.0,8.0,4,32.0,2.483923495156349,0.02207931995694533
Kingston FURY Impact 16 GB,48.51,2666,11.253,15.0,2.0,8.0,4,16.0,54.95774067202639,0.3298289012574727
TEAMGROUP T-Create Classic 64 GB,203.99,5600,16.429,46.0,2.0,32.0,5,64.0,27.452326094416392,0.31374086965047304
G.Skill Ripjaws V 64 GB,172.42,2666,11.253,15.0,4.0,16.0,4,64.0,15.462243359239068,0.3711866372810579
TEAMGROUP Elite 16 GB,36.99,2666,14.254,19.0,2.0,8.0,4,16.0,72.073533387402,0.4325493376588267
TEAMGROUP Elite 8 GB,19.98,2666,14.254,19.0,1.0,8.0,4,8.0,133.43343343343344,0.40040040040040037
Mushkin Redline 64 GB,214.13,3200,8.75,14.0,2.0,32.0,4,64.0,14.944192780086864,0.29888385560173725
Kingston FURY Renegade 32 GB,183.98,6800,10.588,36.0,2.0,16.0,5,32.0,36.96053918904229,0.1739319491249049
G.Skill Ripjaws 8 GB,19.98,2666,14.254,19.0,1.0,8.0,4,8.0,133.43343343343344,0.40040040040040037
Kingston Fury Renegade RGB 8 GB,41.0,3600,8.889,16.0,1.0,8.0,4,8.0,87.8048780487805,0.1951219512195122
Corsair Vengeance 32 GB,349.99,3000,10.667,16.0,2.0,16.0,4,32.0,8.571673476385039,0.09143118374810709
G.Skill Trident Z Royal 32 GB,240.9,4266,7.97,17.0,2.0,16.0,4,32.0,17.708592777085926,0.132835201328352
TEAMGROUP T-Force Xtreem ARGB 16 GB,309.77,3200,8.75,14.0,2.0,8.0,4,16.0,10.330245020499081,0.0516512251024954
Mushkin Redline Lumina 16 GB,52.94,3200,10.0,16.0,2.0,8.0,4,16.0,60.44578768417076,0.3022289384208538
Crucial CT16G52C42S5 16 GB,57.5,5200,16.154,42.0,1.0,16.0,5,16.0,90.43478260869566,0.2782608695652174
TEAMGROUP T-Create Classic 64 GB,184.99,5200,16.154,42.0,2.0,32.0,5,64.0,28.109627547434997,0.3459646467376615
TEAMGROUP T-Create Classic 16 GB,44.99,5200,16.154,42.0,1.0,16.0,5,16.0,115.58124027561679,0.3556345854634363
Crucial CT2K16G4SFD8266 32 GB,83.99,2666,14.254,19.0,2.0,16.0,4,32.0,31.741874032622935,0.38099773782593166
G.Skill Trident Z Royal Elite 16 GB,109.99,3600,8.889,16.0,2.0,8.0,4,16.0,32.73024820438222,0.14546776979725431
G.Skill Trident Z5 RGB 32 GB,132.83,5600,14.286,40.0,2.0,16.0,5,32.0,42.15915079424828,0.2409094331099902
Kingston FURY Beast 64 GB,179.68,3200,10.0,16.0,4.0,16.0,4,64.0,17.809439002671414,0.3561887800534283
G.Skill Trident Z 32 GB,118.99,6000,12.0,36.0,2.0,16.0,5,32.0,50.424405412219514,0.2689301621985041
Kingston FURY Renegade Pro 64 GB,378.99,6000,10.667,32.0,4.0,16.0,5,64.0,15.831552283701416,0.16886989102614844
Crucial CT2K8G4DFD824A 16 GB,55.0,2400,14.167,17.0,2.0,8.0,4,16.0,43.63636363636363,0.2909090909090909
Crucial CT2K8G4DFS832A 16 GB,61.49,3200,13.75,22.0,2.0,8.0,4,16.0,52.040982273540415,0.2602049113677021
G.Skill Trident Z Royal Elite 32 GB,219.99,3600,8.889,16.0,4.0,8.0,4,32.0,16.36438019909996,0.14546115732533296
G.Skill TridentZ RGB 64 GB,670.87,3600,7.778,14.0,8.0,8.0,4,64.0,5.366166321343926,0.09539851237944759
Mushkin Redline 32 GB,118.98,3600,10.0,18.0,2.0,16.0,4,32.0,30.257186081694403,0.2689527651706169
Thermaltake TOUGHRAM XG RGB 16 GB,159.99,4400,8.636,19.0,2.0,8.0,4,16.0,27.50171885742859,0.1000062503906494
Kingston FURY Renegade 16 GB,139.99,6800,10.588,36.0,1.0,16.0,5,16.0,48.57489820701478,0.11429387813415243
TEAMGROUP T-Force DELTAα RGB 32 GB,99.99,5600,14.286,40.0,2.0,16.0,5,32.0,56.00560056005601,0.32003200320032005
VisionTek 901343 8 GB,64.99,2933,14.32,21.0,1.0,8.0,4,8.0,45.1300200030774,0.12309586090167719
Patriot Extreme Performance 32 GB,172.66,2133,14.065,15.0,4.0,8.0,4,32.0,12.353758832387351,0.18533534113286226
Mushkin Essentials 16 GB,46.99,2133,14.065,15.0,1.0,16.0,4,16.0,45.392636731219405,0.34049797829325384
Crucial CT4K8G4DFD824A 32 GB,128.88,2400,14.167,17.0,4.0,8.0,4,32.0,18.6219739292365,0.24829298572315334
Mushkin Silverline 32 GB,99.3,2133,14.065,15.0,2.0,16.0,4,32.0,21.48036253776435,0.32225579053373615
G.Skill Trident Z Royal 32 GB,228.81,4000,9.5,19.0,2.0,16.0,4,32.0,17.481753419868014,0.1398540273589441
Corsair Dominator Platinum RGB 32 GB,159.99,3200,10.0,16.0,4.0,8.0,4,32.0,20.001250078129882,0.2000125007812988
Thermaltake TOUGHRAM 16 GB,169.99,4000,9.5,19.0,2.0,8.0,4,16.0,23.530795929172303,0.09412318371668921
G.Skill Trident Z Neo 64 GB,508.78,3600,7.778,14.0,8.0,8.0,4,64.0,7.075749832933685,0.12579110814104327
Corsair Dominator Platinum RGB 32 GB,186.59,3200,10.0,16.0,2.0,16.0,4,32.0,17.149900852135698,0.171499008521357
G.Skill Trident Z5 32 GB,112.99,5600,12.857,36.0,2.0,16.0,5,32.0,49.56190813346314,0.2832109036197894
Kingston Fury Renegade RGB 8 GB,50.12,3200,10.0,16.0,1.0,8.0,4,8.0,63.84676775738229,0.1596169193934557
G.Skill Ripjaws S5 32 GB,106.99,5600,10.714,30.0,2.0,16.0,5,32.0,52.34134031217871,0.2990933732124498
Mushkin Redline Lumina 16 GB,55.71,3600,10.0,18.0,2.0,8.0,4,16.0,64.62035541195476,0.28720157960868786
Mushkin Redline Lumina 16 GB,70.98,3200,10.0,16.0,2.0,8.0,4,16.0,45.08312200619893,0.22541561003099464
Mushkin Redline 64 GB,511.57,2800,12.143,17.0,2.0,32.0,4,64.0,5.473346756064664,0.12510506871004945
G.Skill F4-3600C17D-32GTZSW 32 GB,160.08,3600,9.444,17.0,2.0,16.0,4,32.0,22.488755622188904,0.19990004997501248
Thermaltake TOUGHRAM XG RGB 64 GB,230.41,3600,10.0,18.0,2.0,32.0,4,64.0,15.624321861030337,0.27776572197387267
VisionTek 901344 16 GB,103.99,2933,14.32,21.0,1.0,16.0,4,16.0,28.204635061063566,0.1538609481680931
TEAMGROUP T-Create Master 64 GB,450.78,6000,10.667,32.0,4.0,16.0,5,64.0,13.310262212165581,0.14197613026309952
V-Color TRA516G70S834Q 64 GB,679.99,7000,9.714,34.0,4.0,16.0,5,64.0,10.294269033368138,0.09411903116222298
Kingston Fury Renegade RGB 16 GB,159.52,7600,10.0,38.0,1.0,16.0,5,16.0,47.64292878635907,0.10030090270812436
Kingston FURY Renegade 16 GB,105.87,6800,10.588,36.0,1.0,16.0,5,16.0,64.22971568905261,0.15112874279777083
G.Skill Zeta R5 Neo 64 GB,499.99,6000,10.0,30.0,4.0,16.0,5,64.0,12.000240004800096,0.12800256005120103
Patriot Viper Steel 16 GB,31.99,2400,15.0,18.0,1.0,16.0,4,16.0,75.02344482650828,0.5001562988433886
Kingston FURY Impact 8 GB,27.55,3200,12.5,20.0,1.0,8.0,4,8.0,116.1524500907441,0.29038112522686027
Kingston FURY Impact 32 GB,73.48,2666,12.003,16.0,2.0,16.0,4,32.0,36.28198149156233,0.4354926510615133
Mushkin Redline Lumina 64 GB,214.99,6000,10.0,30.0,2.0,32.0,5,64.0,27.90827480347923,0.2976882645704451
Kingston FURY Impact 32 GB,105.98,4800,15.833,38.0,2.0,16.0,5,32.0,45.29156444612191,0.30194376297414605
G.Skill Ripjaws 32 GB,64.99,2133,14.065,15.0,2.0,16.0,4,32.0,32.82043391290968,0.49238344360670877
G.Skill Trident Z Neo 16 GB,311.14,4000,8.0,16.0,2.0,8.0,4,16.0,12.855949090441602,0.05142379636176641
G.Skill Trident Z Royal 16 GB,209.0,3600,8.889,16.0,2.0,8.0,4,16.0,17.22488038277512,0.07655502392344497
