name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram
Corsair Vengeance RGB 48 GB,164.99,6000,12.0,36.0,2.0,24.0,5,48.0
Patriot Viper Xtreme 5 48 GB,179.99,7600,9.474,36.0,2.0,24.0,5,48.0
Mushkin Redline Lumina 64 GB,194.99,6400,10.0,32.0,2.0,32.0,5,64.0
Kingston KSM48E40BD8KM-32HM 32 GB,124.99,4800,16.667,40.0,1.0,32.0,5,32.0
G.Skill Trident Z5 RGB 32 GB,124.99,6800,10.0,34.0,2.0,16.0,5,32.0
Crucial Pro 48 GB,169.99,5600,16.429,46.0,2.0,24.0,5,48.0
Corsair Dominator Titanium First Edition 32 GB,234.99,7200,9.444,34.0,2.0,16.0,5,32.0
Kingston FURY Beast 64 GB,194.99,4800,15.833,38.0,2.0,32.0,5,64.0
G.Skill Ripjaws S5 64 GB,255.36,5200,13.846,36.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 64 GB,224.99,6000,13.333,40.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 32 GB,130.87,6000,12.0,36.0,1.0,32.0,5,32.0
G.Skill Ripjaws V 32 GB,67.98,2400,12.5,15.0,2.0,16.0,4,32.0
Corsair Vengeance LPX 64 GB,129.99,2666,12.003,16.0,2.0,32.0,4,64.0
Corsair Vengeance RGB 64 GB,209.99,5600,14.286,40.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 48 GB,249.99,8000,10.0,40.0,2.0,24.0,5,48.0
Crucial CT64G4LFQ424A 64 GB,179.0,2400,14.167,17.0,1.0,64.0,4,64.0
G.Skill Ripjaws S5 32 GB,104.99,5600,10.714,30.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Xtreem ARGB 64 GB,139.99,3600,10.0,18.0,2.0,32.0,4,64.0
Kingston FURY Beast 16 GB,65.98,6000,13.333,40.0,1.0,16.0,5,16.0
Patriot Viper Venom RGB 32 GB,102.99,5600,12.857,36.0,2.0,16.0,5,32.0
Crucial CT2K16G52C42U5 32 GB,109.85,5200,16.154,42.0,2.0,16.0,5,32.0
TEAMGROUP Xtreem 48 GB,249.99,8000,9.5,38.0,2.0,24.0,5,48.0
Kingston FURY Beast RGB 32 GB,133.35,5200,13.846,36.0,2.0,16.0,5,32.0
Corsair Vengeance 64 GB,179.99,4400,16.364,36.0,2.0,32.0,5,64.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,114.05,4000,9.0,18.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro 16 GB,69.98,2666,12.003,16.0,2.0,8.0,4,16.0
Patriot Viper Elite II 8 GB,24.99,4000,10.0,20.0,1.0,8.0,4,8.0
Silicon Power XPOWER Zenith RGB Gaming 64 GB,184.99,6000,10.0,30.0,2.0,32.0,5,64.0
G.Skill Trident Z5 RGB 32 GB,119.99,6000,10.667,32.0,2.0,16.0,5,32.0
Kingston FURY Renegade 16 GB,80.75,6000,10.667,32.0,1.0,16.0,5,16.0
G.Skill Ripjaws S5 32 GB,102.99,5200,13.846,36.0,2.0,16.0,5,32.0
ADATA XPG GAMMIX D10 32 GB,104.81,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance RGB RT 16 GB,72.98,3600,8.889,16.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 8 GB,28.99,2400,12.5,15.0,2.0,4.0,4,8.0
G.Skill Flare X5 32 GB,105.99,5600,12.857,36.0,2.0,16.0,5,32.0
Patriot Viper Venom 64 GB,194.99,6000,12.0,36.0,2.0,32.0,5,64.0
G.Skill Aegis 16 GB,33.99,2666,14.254,19.0,1.0,16.0,4,16.0
Kingston Fury Renegade RGB 32 GB,270.98,8000,9.5,38.0,2.0,16.0,5,32.0
Samsung M393A4K40BB1-CRC 32 GB,46.37,2400,14.167,17.0,1.0,32.0,4,32.0
Crucial CT2K16G56C46S5 32 GB,94.99,5600,16.429,46.0,2.0,16.0,5,32.0
Kingston Fury Renegade RGB 32 GB,135.75,3600,8.889,16.0,2.0,16.0,4,32.0
Corsair Vengeance LPX 64 GB,144.99,2400,11.667,14.0,4.0,16.0,4,64.0
TEAMGROUP Xtreem ARGB 48 GB,259.99,8000,9.5,38.0,2.0,24.0,5,48.0
Klevv BOLT V 32 GB,99.99,6400,10.0,32.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Delta RGB 16 GB,53.85,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance RGB 64 GB,229.99,6200,10.323,32.0,2.0,32.0,5,64.0
Corsair Vengeance RGB 32 GB,135.99,6200,11.613,36.0,2.0,16.0,5,32.0
Crucial CT2K8G4DFS824A 16 GB,40.0,2400,14.167,17.0,2.0,8.0,4,16.0
G.Skill Trident Z RGB 16 GB,54.99,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Ripjaws S5 32 GB,105.99,6000,10.667,32.0,2.0,16.0,5,32.0
OLOy MD4U083016BJDA 16 GB,36.99,3000,10.667,16.0,2.0,8.0,4,16.0
Kingston Fury Beast RGB Special Edition 16 GB,65.62,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro SL 16 GB,74.98,3600,8.889,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Vulcan Z 32 GB,57.99,3600,10.0,18.0,2.0,16.0,4,32.0
Mushkin Redline 16 GB,42.67,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro SL 64 GB,149.99,3600,10.0,18.0,2.0,32.0,4,64.0
Corsair Vengeance RGB Pro 16 GB,99.99,4000,9.0,18.0,2.0,8.0,4,16.0
Kingston FURY Beast RGB 32 GB,132.99,5600,14.286,40.0,2.0,16.0,5,32.0
Corsair Vengeance LPX 16 GB,74.98,2666,11.253,15.0,4.0,4.0,4,16.0
TEAMGROUP T-Force Vulcan Z 8 GB,25.45,3200,10.0,16.0,1.0,8.0,4,8.0
G.Skill Trident Z5 RGB 64 GB,204.99,5600,10.714,30.0,2.0,32.0,5,64.0
Corsair Vengeance RGB RS 64 GB,154.99,3600,10.0,18.0,2.0,32.0,4,64.0
G.Skill Trident Z5 RGB 64 GB,209.99,6000,10.667,32.0,2.0,32.0,5,64.0
Patriot Signature Line 32 GB,79.98,4800,16.667,40.0,2.0,16.0,5,32.0
Corsair Vengeance 64 GB,219.9,6200,10.323,32.0,2.0,32.0,5,64.0
Corsair Vengeance LPX 16 GB,38.98,3200,10.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance 32 GB,124.99,6200,11.613,36.0,2.0,16.0,5,32.0
Patriot Signature Premium 8 GB,16.98,2400,14.167,17.0,1.0,8.0,4,8.0
Corsair Vengeance 64 GB,164.99,4800,16.667,40.0,2.0,32.0,5,64.0
Kingston KVR21R15D4K4/64 64 GB,129.46,2133,14.065,15.0,4.0,16.0,4,64.0
Lexar Ares RGB 16 GB,57.0,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 16 GB,74.99,4400,8.182,18.0,2.0,8.0,4,16.0
V-Color Prism Pro 16 GB,45.99,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Trident Z 32 GB,117.99,6400,10.0,32.0,2.0,16.0,5,32.0
Patriot Viper Elite II 64 GB,114.98,2666,13.503,18.0,2.0,32.0,4,64.0
Corsair Dominator Platinum RGB 32 GB,179.99,3600,10.0,18.0,4.0,8.0,4,32.0
Crucial Pro Overclocking 16 GB,78.23,6000,12.0,36.0,1.0,16.0,5,16.0
Corsair Vengeance RGB 32 GB,136.99,6400,11.875,38.0,2.0,16.0,5,32.0
Patriot Viper Elite II 32 GB,61.99,3600,11.111,20.0,1.0,32.0,4,32.0
TEAMGROUP Elite Plus 64 GB,147.99,4800,16.667,40.0,2.0,32.0,5,64.0
Kingston FURY 64 GB,269.56,5200,15.385,40.0,4.0,16.0,5,64.0
G.Skill Ripjaws S5 32 GB,103.99,5600,12.857,36.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 64 GB,239.99,5600,14.286,40.0,2.0,32.0,5,64.0
Patriot Viper Steel RGB 8 GB,21.99,3200,11.25,18.0,1.0,8.0,4,8.0
ADATA XPG GAMMIX D10 16 GB,114.37,3200,10.0,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Zeus 64 GB,109.99,3200,12.5,20.0,2.0,32.0,4,64.0
G.Skill Ripjaws V 16 GB,37.99,2400,14.167,17.0,2.0,8.0,4,16.0
G.Skill TridentZ RGB 32 GB,365.22,4000,8.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro SL 32 GB,81.99,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Trident Z RGB 64 GB,142.99,3200,10.0,16.0,2.0,32.0,4,64.0
Corsair Vengeance LPX 32 GB,89.99,2666,12.003,16.0,4.0,8.0,4,32.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,84.99,3600,10.0,18.0,2.0,16.0,4,32.0
Patriot Viper Steel RGB 16 GB,37.99,3600,11.111,20.0,1.0,16.0,4,16.0
Patriot Viper Steel RGB 64 GB,132.99,3600,11.111,20.0,2.0,32.0,4,64.0
Kingston HyperX Fury 64 GB,399.0,3600,10.0,18.0,2.0,32.0,4,64.0
G.Skill Trident Z Neo 16 GB,59.99,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill Ripjaws V 16 GB,43.99,2666,11.253,15.0,2.0,8.0,4,16.0
G.Skill Trident Z Neo 16 GB,699.99,3800,7.368,14.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro SL 32 GB,114.99,3200,10.0,16.0,4.0,8.0,4,32.0
Corsair Vengeance RGB 64 GB,214.99,5600,12.857,36.0,2.0,32.0,5,64.0
Corsair Vengeance RGB Pro 16 GB,59.99,2666,12.003,16.0,2.0,8.0,4,16.0
Kingston FURY Beast 8 GB,40.29,5200,15.385,40.0,1.0,8.0,5,8.0
TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB,99.99,5600,14.286,40.0,2.0,16.0,5,32.0
TEAMGROUP Elite 32 GB,56.99,3200,13.75,22.0,2.0,16.0,4,32.0
Corsair Vengeance RGB 32 GB,129.99,5600,12.857,36.0,2.0,16.0,5,32.0
Mushkin Redline Lumina 16 GB,67.36,3600,7.778,14.0,2.0,8.0,4,16.0
G.Skill Trident Z Neo 32 GB,89.99,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro 32 GB,91.99,2933,10.91,16.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro SL 32 GB,99.99,3600,10.0,18.0,2.0,16.0,4,32.0
Patriot Viper Venom 64 GB,159.99,5200,15.385,40.0,2.0,32.0,5,64.0
Corsair Vengeance 64 GB,212.48,5600,12.857,36.0,2.0,32.0,5,64.0
Patriot Viper Steel 32 GB,62.99,3600,10.0,18.0,1.0,32.0,4,32.0
Corsair Vengeance LPX 16 GB,44.99,2666,12.003,16.0,2.0,8.0,4,16.0
Corsair ValueSelect 8 GB,24.99,2666,13.503,18.0,1.0,8.0,4,8.0
Kingston FURY Beast 16 GB,60.99,5600,14.286,40.0,1.0,16.0,5,16.0
Kingston FURY Beast RGB 16 GB,73.04,5600,12.857,36.0,1.0,16.0,5,16.0
Corsair Vengeance RGB 64 GB,294.99,6200,10.323,32.0,4.0,16.0,5,64.0
Timetec PINNACLE Konduit 8 GB,22.99,3600,10.0,18.0,1.0,8.0,4,8.0
G.Skill Trident Z5 RGB 48 GB,184.99,6800,10.0,34.0,2.0,24.0,5,48.0
Patriot Viper Elite II 32 GB,61.99,3200,11.25,18.0,2.0,16.0,4,32.0
Patriot Viper Elite 5 RGB 64 GB,199.99,6200,13.548,42.0,2.0,32.0,5,64.0
G.Skill Flare X 16 GB,42.99,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Aegis 8 GB,20.91,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Trident Z 32 GB,114.99,6000,10.0,30.0,2.0,16.0,5,32.0
G.Skill Ripjaws V 16 GB,42.99,3200,10.0,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Force DELTAα RGB 32 GB,104.99,6000,12.667,38.0,2.0,16.0,5,32.0
G.Skill Trident Z5 RGB 32 GB,113.99,5600,12.857,36.0,2.0,16.0,5,32.0
Mushkin Redline 32 GB,218.99,3200,8.75,14.0,2.0,16.0,4,32.0
Patriot Viper Steel 16 GB,34.99,3600,10.0,18.0,1.0,16.0,4,16.0
Kingston FURY Beast 8 GB,27.83,2666,12.003,16.0,1.0,8.0,4,8.0
Corsair Vengeance RGB RS 8 GB,29.99,3200,10.0,16.0,1.0,8.0,4,8.0
Crucial CT2K16G48C40S5 32 GB,84.99,4800,16.667,40.0,2.0,16.0,5,32.0
G.Skill Trident Z RGB 16 GB,89.99,3200,8.75,14.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro 32 GB,85.0,2666,12.003,16.0,2.0,16.0,4,32.0
Corsair Dominator Platinum RGB 64 GB,315.0,6200,10.323,32.0,4.0,16.0,5,64.0
G.Skill Aegis 16 GB,38.27,2400,14.167,17.0,2.0,8.0,4,16.0
Corsair Dominator Titanium 48 GB,239.99,7000,10.286,36.0,2.0,24.0,5,48.0
Thermaltake TOUGHRAM RGB 16 GB,134.98,3600,10.0,18.0,2.0,8.0,4,16.0
Crucial CT16G52C42U5 16 GB,57.99,5200,16.154,42.0,1.0,16.0,5,16.0
Kingston KVR21L15Q4/32 32 GB,149.96,2133,14.065,15.0,1.0,32.0,4,32.0
G.Skill Flare X 32 GB,79.92,3200,10.0,16.0,2.0,16.0,4,32.0
Corsair Vengeance RGB Pro 16 GB,51.0,3200,10.0,16.0,2.0,8.0,4,16.0
Patriot Viper Steel RGB 16 GB,37.99,3200,11.25,18.0,1.0,16.0,4,16.0
G.Skill Ripjaws V 64 GB,929.45,3200,8.75,14.0,4.0,16.0,4,64.0
Corsair Dominator Platinum RGB 64 GB,359.99,6400,10.0,32.0,4.0,16.0,5,64.0
Corsair Vengeance RGB Pro 16 GB,64.98,3000,10.0,15.0,2.0,8.0,4,16.0
Kingston ValueRAM 8 GB,25.38,2666,14.254,19.0,1.0,8.0,4,8.0
Kingston ValueRAM 8 GB,37.95,4800,16.667,40.0,1.0,8.0,5,8.0
Kingston KSM48R40BD8KMM-32HMR 32 GB,148.78,4800,16.667,40.0,1.0,32.0,5,32.0
Patriot Signature Line 8 GB,17.48,2666,14.254,19.0,1.0,8.0,4,8.0
Silicon Power XPOWER Zenith Gaming 32 GB,86.99,6000,10.0,30.0,2.0,16.0,5,32.0
Corsair Vengeance 64 GB,181.04,5200,15.385,40.0,2.0,32.0,5,64.0
Corsair Vengeance LPX 64 GB,154.99,2666,12.003,16.0,4.0,16.0,4,64.0
G.Skill Ripjaws S5 32 GB,107.99,6000,10.667,32.0,2.0,16.0,5,32.0
Corsair Vengeance RGB 64 GB,209.99,5600,14.286,40.0,2.0,32.0,5,64.0
Corsair Dominator Platinum RGB 64 GB,249.99,3600,10.0,18.0,4.0,16.0,4,64.0
Kingston Fury Renegade RGB 32 GB,264.99,8000,9.5,38.0,2.0,16.0,5,32.0
Samsung M393A2G40DB0-CPB 16 GB,51.49,2133,14.065,15.0,1.0,16.0,4,16.0
Corsair Vengeance 64 GB,259.32,6000,12.0,36.0,4.0,16.0,5,64.0
Corsair Vengeance RGB RT 32 GB,99.99,3600,10.0,18.0,2.0,16.0,4,32.0
Corsair Vengeance LPX 32 GB,73.98,2400,13.333,16.0,2.0,16.0,4,32.0
TEAMGROUP Elite 32 GB,75.99,4800,16.667,40.0,1.0,32.0,5,32.0
Patriot Viper Steel RGB 8 GB,21.99,3600,11.111,20.0,1.0,8.0,4,8.0
TEAMGROUP T-Force Delta RGB 16 GB,52.54,3200,10.0,16.0,2.0,8.0,4,16.0
Crucial CT32G52C42U5 32 GB,89.99,5200,16.154,42.0,1.0,32.0,5,32.0
Kingston FURY Beast 64 GB,172.75,3200,10.0,16.0,4.0,16.0,4,64.0
Corsair Vengeance RGB Pro 64 GB,194.99,3200,10.0,16.0,4.0,16.0,4,64.0
Kingston FURY Beast RGB 64 GB,159.99,3600,10.0,18.0,2.0,32.0,4,64.0
G.Skill Trident Z Neo 64 GB,149.99,3200,10.0,16.0,2.0,32.0,4,64.0
Kingston FURY Renegade 16 GB,75.98,6400,10.0,32.0,1.0,16.0,5,16.0
G.Skill Trident Z5 RGB 64 GB,198.99,5600,12.857,36.0,2.0,32.0,5,64.0
Patriot Viper Elite II 8 GB,19.98,3600,11.111,20.0,1.0,8.0,4,8.0
Kingston ValueRAM 16 GB,60.2,4800,16.667,40.0,1.0,16.0,5,16.0
G.Skill Trident Z5 64 GB,209.99,6000,10.667,32.0,2.0,32.0,5,64.0
Kingston Server Premier 32 GB,119.99,5600,16.429,46.0,1.0,32.0,5,32.0
Patriot Viper Steel RGB 32 GB,60.99,3200,11.25,18.0,1.0,32.0,4,32.0
Kingston FURY Beast RGB 64 GB,209.99,5200,15.385,40.0,2.0,32.0,5,64.0
TEAMGROUP Elite Plus 16 GB,45.99,5600,14.286,40.0,1.0,16.0,5,16.0
Corsair Vengeance RGB RS 16 GB,49.99,3600,10.0,18.0,1.0,16.0,4,16.0
Corsair Vengeance LPX 16 GB,41.99,2400,11.667,14.0,2.0,8.0,4,16.0
PNY Performance 16 GB,37.98,3200,13.75,22.0,1.0,16.0,4,16.0
TEAMGROUP T-Force Vulcan Z 16 GB,40.76,3200,10.0,16.0,1.0,16.0,4,16.0
Kingston FURY Beast RGB 8 GB,43.71,4800,15.833,38.0,1.0,8.0,5,8.0
Samsung M393A1G40DB0-CPB 8 GB,19.57,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Trident Z5 Neo 32 GB,109.99,5600,10.714,30.0,2.0,16.0,5,32.0
Kingston FURY 32 GB,138.51,5600,14.286,40.0,2.0,16.0,5,32.0
G.Skill Trident Z Royal 32 GB,185.33,3200,10.0,16.0,4.0,8.0,4,32.0
Kingston FURY Beast 16 GB,66.31,5600,12.857,36.0,1.0,16.0,5,16.0
Kingston FURY 16 GB,68.85,5600,14.286,40.0,1.0,16.0,5,16.0
G.Skill Aegis 16 GB,37.9,2133,14.065,15.0,2.0,8.0,4,16.0
Crucial CT16G4DFD824A 16 GB,34.99,2400,14.167,17.0,1.0,16.0,4,16.0
Corsair Vengeance LPX 16 GB,49.99,2933,10.91,16.0,2.0,8.0,4,16.0
G.Skill Ripjaws S5 32 GB,114.99,6600,10.303,34.0,2.0,16.0,5,32.0
G.Skill Ripjaws S5 48 GB,139.99,5600,14.286,40.0,2.0,24.0,5,48.0
Corsair Vengeance RGB Pro 16 GB,74.98,3600,8.889,16.0,2.0,8.0,4,16.0
Kingston FURY Renegade 64 GB,296.69,6400,10.0,32.0,2.0,32.0,5,64.0
PNY XLR8 16 GB,37.99,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro SL 32 GB,129.99,3600,10.0,18.0,4.0,8.0,4,32.0
G.Skill Aegis 16 GB,33.99,3000,10.667,16.0,1.0,16.0,4,16.0
Kingston FURY Beast 32 GB,87.3,2666,12.003,16.0,2.0,16.0,4,32.0
Crucial Ballistix Sport LT 8 GB,159.0,2400,13.333,16.0,1.0,8.0,4,8.0
G.Skill Trident Z Neo 32 GB,479.82,3600,7.778,14.0,2.0,16.0,4,32.0
Mushkin Redline Lumina White 32 GB,107.99,6400,10.0,32.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,3600,10.0,18.0,2.0,32.0,4,64.0
TEAMGROUP Xtreem 32 GB,179.99,7600,9.474,36.0,2.0,16.0,5,32.0
Patriot Viper 4 Blackout 16 GB,39.99,3600,10.0,18.0,2.0,8.0,4,16.0
Kingston Fury Beast RGB Special Edition 32 GB,101.25,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Trident Z 16 GB,56.86,3200,10.0,16.0,2.0,8.0,4,16.0
Kingston FURY Beast 16 GB,66.54,5200,13.846,36.0,1.0,16.0,5,16.0
G.Skill Value 8 GB,21.12,2666,14.254,19.0,1.0,8.0,4,8.0
G.Skill Ripjaws V 64 GB,3351.65,3200,9.375,15.0,4.0,16.0,4,64.0
Kingston FURY Impact 32 GB,117.98,5600,14.286,40.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 32 GB,159.99,6000,12.0,36.0,2.0,16.0,5,32.0
Kingston Fury Renegade RGB 16 GB,62.99,3600,8.889,16.0,2.0,8.0,4,16.0
Patriot Viper Elite II 16 GB,33.99,2666,12.003,16.0,2.0,8.0,4,16.0
Kingston FURY Beast RGB 64 GB,204.99,4800,15.833,38.0,2.0,32.0,5,64.0
TEAMGROUP T-Force Delta RGB 64 GB,164.99,5200,15.385,40.0,2.0,32.0,5,64.0
Kingston FURY Beast 32 GB,109.59,5200,15.385,40.0,1.0,32.0,5,32.0
Patriot Viper Steel 16 GB,137.26,4000,8.0,16.0,2.0,8.0,4,16.0
Corsair Vengeance 32 GB,91.99,4800,16.667,40.0,2.0,16.0,5,32.0
Kingston Fury Renegade RGB 64 GB,259.99,6400,10.0,32.0,2.0,32.0,5,64.0
Crucial CT32G56C46U5 32 GB,108.99,5600,16.429,46.0,1.0,32.0,5,32.0
Corsair Vengeance LPX 32 GB,109.99,3000,10.0,15.0,2.0,16.0,4,32.0
G.Skill Flare X5 48 GB,154.99,6000,13.333,40.0,2.0,24.0,5,48.0
Patriot Viper Venom 32 GB,99.99,6600,10.303,34.0,2.0,16.0,5,32.0
G.Skill Trident Z Royal Elite 32 GB,282.25,4800,8.333,20.0,2.0,16.0,4,32.0
Corsair Dominator Platinum RGB 16 GB,79.98,4000,9.5,19.0,2.0,8.0,4,16.0
Mushkin Redline Lumina White 64 GB,200.98,6400,10.0,32.0,2.0,32.0,5,64.0
TEAMGROUP Elite Plus 32 GB,76.98,4800,16.667,40.0,1.0,32.0,5,32.0
Samsung M393A1G40EB1-CPB 8 GB,14.99,2133,14.065,15.0,1.0,8.0,4,8.0
Corsair Vengeance RGB RS 8 GB,34.99,3600,10.0,18.0,1.0,8.0,4,8.0
Kingston ValueRAM 8 GB,24.35,2400,14.167,17.0,1.0,8.0,4,8.0
ADATA XPG CASTER RGB 32 GB,438.93,6400,12.5,40.0,2.0,16.0,5,32.0
Addlink Spider X4 32 GB,86.44,3200,10.0,16.0,2.0,16.0,4,32.0
G.Skill Trident Z5 Neo 32 GB,112.99,6000,12.0,36.0,2.0,16.0,5,32.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,54.99,3600,10.0,18.0,2.0,8.0,4,16.0
ADATA XPG LANCER RGB 32 GB,128.77,6000,13.333,40.0,2.0,16.0,5,32.0
G.Skill FORTIS 64 GB,137.11,2400,12.5,15.0,4.0,16.0,4,64.0
Corsair Vengeance RGB Pro 16 GB,64.98,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro 32 GB,94.99,3000,10.667,16.0,2.0,16.0,4,32.0
Patriot Viper Steel 16 GB,43.99,3600,9.444,17.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 32 GB,141.07,3600,8.889,16.0,2.0,16.0,4,32.0
TEAMGROUP T-Force Vulcan Z 16 GB,37.99,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Vengeance RGB Pro 8 GB,34.99,3200,10.0,16.0,1.0,8.0,4,8.0
G.Skill Trident Z RGB 16 GB,116.78,4266,8.908,19.0,2.0,8.0,4,16.0
Kingston FURY Beast RGB 8 GB,48.38,5600,14.286,40.0,1.0,8.0,5,8.0
Kingston ValueRAM 16 GB,43.3,2666,14.254,19.0,1.0,16.0,4,16.0
Corsair Vengeance RGB 48 GB,159.99,5200,14.615,38.0,2.0,24.0,5,48.0
ADATA XPG Lancer Blade RGB 32 GB,139.99,6400,10.0,32.0,2.0,16.0,5,32.0
G.Skill Trident Z 32 GB,109.99,6000,10.0,30.0,2.0,16.0,5,32.0
Mushkin Redline Lumina 32 GB,109.99,6400,10.0,32.0,2.0,16.0,5,32.0
TEAMGROUP Elite Plus 16 GB,59.99,6000,13.333,40.0,1.0,16.0,5,16.0
Corsair Vengeance RGB 48 GB,195.99,7000,11.429,40.0,2.0,24.0,5,48.0
Kingston FURY Renegade 16 GB,109.99,6400,10.0,32.0,1.0,16.0,5,16.0
G.Skill Ripjaws V 8 GB,20.99,2666,14.254,19.0,1.0,8.0,4,8.0
Kingston FURY Beast 16 GB,47.82,3200,10.0,16.0,1.0,16.0,4,16.0
Silicon Power SP032GBSVU480F22 32 GB,89.99,4800,16.667,40.0,2.0,16.0,5,32.0
Kingston FURY Beast 64 GB,233.4,5600,12.857,36.0,2.0,32.0,5,64.0
Kingston FURY Beast RGB 32 GB,126.99,6000,13.333,40.0,1.0,32.0,5,32.0
Corsair Vengeance RGB 48 GB,169.99,5600,14.286,40.0,2.0,24.0,5,48.0
Corsair Vengeance RGB RS 64 GB,154.99,3200,10.0,16.0,2.0,32.0,4,64.0
Timetec PINNACLE Konduit 32 GB,66.55,3200,10.0,16.0,2.0,16.0,4,32.0
Kingston Fury Beast RGB Special Edition 8 GB,33.98,3200,10.0,16.0,1.0,8.0,4,8.0
Mushkin Redline Lumina 32 GB,79.98,4000,9.0,18.0,2.0,16.0,4,32.0
Corsair Vengeance 48 GB,159.99,5600,14.286,40.0,2.0,24.0,5,48.0
Crucial CT32G4RFD432A 32 GB,77.5,3200,13.75,22.0,1.0,32.0,4,32.0
Corsair Vengeance 64 GB,204.99,5600,14.286,40.0,2.0,32.0,5,64.0
Kingston FURY Renegade 32 GB,176.15,6400,10.0,32.0,2.0,16.0,5,32.0
Corsair Dominator Platinum RGB 16 GB,79.98,3200,10.0,16.0,2.0,8.0,4,16.0
Kingston FURY Beast 16 GB,45.99,3600,10.0,18.0,1.0,16.0,4,16.0
Corsair ValueSelect 16 GB,49.98,2666,13.503,18.0,1.0,16.0,4,16.0
Kingston FURY 64 GB,253.22,5600,14.286,40.0,2.0,32.0,5,64.0
Thermaltake TOUGHRAM XG RGB 64 GB,549.99,4000,9.5,19.0,2.0,32.0,4,64.0
Corsair Dominator Platinum RGB 32 GB,174.99,6000,10.0,30.0,2.0,16.0,5,32.0
G.Skill Ripjaws S5 64 GB,197.99,5600,10.714,30.0,2.0,32.0,5,64.0
G.Skill Sniper X 32 GB,71.84,2400,14.167,17.0,4.0,8.0,4,32.0
G.Skill Ripjaws V 32 GB,146.93,3200,10.0,16.0,4.0,8.0,4,32.0
Patriot Viper Xtreme 5 RGB 32 GB,154.99,7600,9.474,36.0,2.0,16.0,5,32.0
Crucial CT2K32G4DFD832A 64 GB,134.94,3200,13.75,22.0,2.0,32.0,4,64.0
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,87.15,3200,13.75,22.0,1.0,32.0,4,32.0
Mushkin Enhanced Redline Stiletto 16 GB,66.98,3200,10.0,16.0,2.0,8.0,4,16.0
TEAMGROUP T-Force Delta RGB 48 GB,359.99,6800,10.588,36.0,2.0,24.0,5,48.0
OLOy Blade RGB 32 GB,169.99,7800,9.231,36.0,2.0,16.0,5,32.0
G.Skill Trident Z 32 GB,118.99,6400,10.0,32.0,2.0,16.0,5,32.0
G.Skill Trident Z Neo 16 GB,119.99,3600,7.778,14.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 64 GB,209.99,3000,10.667,16.0,4.0,16.0,4,64.0
TEAMGROUP T-Force Delta RGB 64 GB,174.99,5600,12.857,36.0,2.0,32.0,5,64.0
Kingston Fury Renegade RGB 32 GB,227.25,7200,10.556,38.0,2.0,16.0,5,32.0
Kingston Fury Renegade RGB 48 GB,197.76,6000,10.667,32.0,1.0,48.0,5,48.0
G.Skill Trident Z 32 GB,116.99,6000,10.0,30.0,2.0,16.0,5,32.0
